product_id,department_id,department,product_name
171,4,Sports,Product_171_Draw
172,1,Clothing,Product_172_By
173,2,Toys,Product_173_East
174,3,Books,Product_174_Job
175,2,Home,Product_175_Animal
176,2,Books,Product_176_Must
177,5,Clothing,Product_177_Read
178,1,Sports,Product_178_Peace
179,1,Books,Product_179_Ok
180,1,Electronics,Product_180_Body
181,1,Clothing,Product_181_Style
182,6,Electronics,Product_182_Oil
183,3,Sports,Product_183_Read
184,6,Sports,Product_184_Pay
185,1,Electronics,Product_185_Public
186,2,Sports,Product_186_Mention
187,5,Electronics,Product_187_Church
188,6,Books,Product_188_Social
189,5,Sports,Product_189_Really
190,4,Toys,Product_190_Current
191,2,Electronics,Product_191_Money
192,2,Toys,Product_192_Participant
193,1,Sports,Product_193_Life
194,3,Books,Product_194_Us
195,2,Clothing,Product_195_Either
196,6,Clothing,Product_196_Tell
197,3,Home,Product_197_Itself
198,4,Books,Product_198_Material
199,4,Clothing,Product_199_Look
200,1,Sports,Product_200_Perhaps
201,4,Sports,Product_201_Test
202,3,Books,Product_202_Our
203,6,Clothing,Product_203_Fact
204,5,Toys,Product_204_Truth
205,2,Sports,Product_205_Project
206,2,Clothing,Product_206_Skin
207,5,Home,Product_207_Finally
208,4,Books,Product_208_To
209,2,Home,Product_209_Two
210,3,Books,Product_210_Just
211,4,Sports,Product_211_Song
212,3,Electronics,Product_212_Site
213,3,Books,Product_213_Participant
214,3,Sports,Product_214_Region
215,5,Books,Product_215_Final
216,3,Books,Product_216_Need
217,1,Toys,Product_217_Box
218,3,Electronics,Product_218_Role
219,3,Toys,Product_219_Name
220,3,Home,Product_220_Yourself
221,4,Books,Product_221_Continue
222,1,Clothing,Product_222_Reality
223,6,Books,Product_223_Real
224,3,Books,Product_224_Adult
225,4,Sports,Product_225_Huge
226,6,Sports,Product_226_Area
227,2,Books,Product_227_For
228,6,Toys,Product_228_Land
229,6,Home,Product_229_Listen
230,4,Books,Product_230_Firm
231,3,Home,Product_231_Young
232,3,Clothing,Product_232_Skill
233,5,Books,Product_233_Business
234,2,Clothing,Product_234_Style
235,5,Sports,Product_235_Offer
236,2,Home,Product_236_Case
237,1,Sports,Product_237_About
238,2,Sports,Product_238_Movement
239,4,Clothing,Product_239_Music
240,5,Sports,Product_240_General
241,3,Toys,Product_241_Responsibility
242,2,Electronics,Product_242_Traditional
243,6,Sports,Product_243_Article
244,6,Clothing,Product_244_Measure
245,6,Home,Product_245_Strategy
246,1,Sports,Product_246_Also
247,3,Toys,Product_247_Through
248,5,Clothing,Product_248_Five
249,4,Toys,Product_249_Election
250,4,Sports,Product_250_Great
251,1,Sports,Product_251_Take
252,6,Home,Product_252_Hand
253,6,Clothing,Product_253_Notice
254,2,Home,Product_254_Information
255,6,Toys,Product_255_Mother
256,6,Sports,Product_256_Buy
257,2,Toys,Product_257_Physical
258,6,Home,Product_258_Space
259,1,Home,Product_259_Attack
260,2,Electronics,Product_260_Answer
261,2,Books,Product_261_Lay
262,6,Toys,Product_262_Build
263,5,Books,Product_263_Career
264,5,Books,Product_264_Space
265,5,Toys,Product_265_Pick
266,5,Clothing,Product_266_Trial
267,5,Electronics,Product_267_Always
268,3,Sports,Product_268_Reflect
269,6,Toys,Product_269_Plan
270,6,Home,Product_270_Analysis
271,3,Sports,Product_271_Former
272,2,Electronics,Product_272_Address
273,4,Toys,Product_273_Much
274,6,Electronics,Product_274_Finally
275,6,Sports,Product_275_System
276,5,Books,Product_276_Glass
277,6,Books,Product_277_Especially
278,5,Clothing,Product_278_Care
279,1,Clothing,Product_279_Wind
280,1,Home,Product_280_Condition
281,5,Books,Product_281_Couple
282,6,Books,Product_282_Civil
283,6,Electronics,Product_283_Write
284,3,Toys,Product_284_Health
285,5,Electronics,Product_285_Still
286,1,Books,Product_286_Class
287,4,Toys,Product_287_Possible
288,1,Home,Product_288_Tree
289,3,Clothing,Product_289_Although
290,2,Books,Product_290_Have
291,6,Sports,Product_291_Scientist
292,6,Sports,Product_292_Option
293,5,Electronics,Product_293_Thousand
294,4,Home,Product_294_Environmental
295,4,Clothing,Product_295_Scene
296,5,Sports,Product_296_Professor
297,4,Toys,Product_297_Develop
298,2,Toys,Product_298_South
299,3,Toys,Product_299_Song
300,1,Clothing,Product_300_Where
301,5,Books,Product_301_Allow
302,3,Books,Product_302_Increase
303,1,Electronics,Product_303_Majority
304,1,Electronics,Product_304_Free
305,5,Sports,Product_305_Economic
306,1,Toys,Product_306_Whom
307,5,Electronics,Product_307_Visit
308,1,Books,Product_308_Contain
309,6,Toys,Product_309_Situation
310,3,Home,Product_310_So
311,3,Books,Product_311_Might
312,1,Sports,Product_312_Coach
313,3,Home,Product_313_Quickly
314,3,Clothing,Product_314_Always
315,2,Home,Product_315_Key
316,6,Clothing,Product_316_Attack
317,2,Books,Product_317_Process
318,4,Sports,Product_318_Her
319,5,Books,Product_319_Could
320,5,Books,Product_320_Soon
321,4,Home,Product_321_Month
322,4,Sports,Product_322_Two
323,6,Clothing,Product_323_Understand
324,6,Home,Product_324_Third
325,1,Home,Product_325_Voice
326,5,Home,Product_326_Father
327,5,Home,Product_327_Easy
328,1,Toys,Product_328_Successful
329,1,Clothing,Product_329_Town
330,4,Electronics,Product_330_Spring
331,2,Books,Product_331_Fund
332,2,Electronics,Product_332_Away
333,3,Home,Product_333_Industry
334,6,Books,Product_334_Must
335,6,Toys,Product_335_Reason
336,3,Sports,Product_336_Television
337,2,Books,Product_337_System
338,4,Home,Product_338_Property
339,1,Clothing,Product_339_Small
340,5,Toys,Product_340_Floor
341,1,Clothing,Product_341_A
342,5,Toys,Product_342_Agency
343,2,Electronics,Product_343_Talk
344,2,Home,Product_344_Rather
345,2,Clothing,Product_345_Onto
346,5,Books,Product_346_Four
347,6,Books,Product_347_Recently
348,4,Books,Product_348_Image
349,6,Toys,Product_349_Center
350,3,Clothing,Product_350_Fund
351,1,Home,Product_351_House
352,6,Toys,Product_352_Less
353,6,Sports,Product_353_Risk
354,5,Electronics,Product_354_Animal
355,2,Sports,Product_355_Plan
356,6,Sports,Product_356_Law
357,3,Books,Product_357_Others
358,3,Toys,Product_358_Follow
359,5,Home,Product_359_Create
360,2,Home,Product_360_Baby
361,3,Toys,Product_361_Successful
362,2,Electronics,Product_362_Reveal
363,4,Sports,Product_363_Market
364,6,Clothing,Product_364_Ground
365,3,Clothing,Product_365_Focus
366,5,Clothing,Product_366_Make
367,4,Home,Product_367_Beautiful
368,4,Home,Product_368_Issue
369,2,Electronics,Product_369_Both
370,2,Books,Product_370_West
371,3,Books,Product_371_Other
372,5,Electronics,Product_372_Claim
373,5,Books,Product_373_Country
374,3,Toys,Product_374_Center
375,3,Home,Product_375_Event
376,1,Toys,Product_376_Respond
377,3,Home,Product_377_Board
378,1,Sports,Product_378_Movement
379,1,Sports,Product_379_Area
380,4,Books,Product_380_View
381,6,Books,Product_381_Also
382,5,Books,Product_382_Sign
383,1,Books,Product_383_Control
384,5,Clothing,Product_384_Throw
385,4,Toys,Product_385_Tonight
386,1,Electronics,Product_386_Him
387,3,Toys,Product_387_Leave
388,6,Home,Product_388_Many
389,3,Toys,Product_389_Way
390,3,Sports,Product_390_Mouth
391,4,Home,Product_391_Difference
392,1,Clothing,Product_392_Language
393,1,Home,Product_393_Rather
394,6,Sports,Product_394_West
395,4,Home,Product_395_Attorney
396,1,Books,Product_396_Family
397,6,Home,Product_397_Thought
398,3,Clothing,Product_398_Us
399,3,Electronics,Product_399_Water
400,5,Books,Product_400_Him
401,2,Books,Product_401_Seem
402,6,Clothing,Product_402_Guess
403,5,Sports,Product_403_Return
404,5,Books,Product_404_Answer
405,1,Toys,Product_405_Its
406,2,Electronics,Product_406_Police
407,5,Books,Product_407_Industry
408,4,Electronics,Product_408_Across
409,5,Home,Product_409_Out
410,5,Clothing,Product_410_Forward
411,5,Sports,Product_411_Institution
412,1,Toys,Product_412_Or
413,1,Home,Product_413_Team
414,1,Sports,Product_414_High
415,5,Clothing,Product_415_White
416,2,Sports,Product_416_Present
417,1,Electronics,Product_417_Other
418,2,Toys,Product_418_Either
419,1,Clothing,Product_419_Within
420,3,Toys,Product_420_Section
421,4,Electronics,Product_421_Feel
422,2,Home,Product_422_Majority
423,1,Home,Product_423_Type
424,4,Home,Product_424_Administration
425,2,Sports,Product_425_Ok
426,4,Toys,Product_426_Each
427,5,Electronics,Product_427_Two
428,3,Books,Product_428_Yard
429,1,Books,Product_429_Would
430,1,Toys,Product_430_Force
431,2,Electronics,Product_431_At
432,5,Sports,Product_432_Sell
433,2,Toys,Product_433_Easy
434,4,Sports,Product_434_Father
435,5,Sports,Product_435_Run
436,6,Sports,Product_436_Result
437,4,Home,Product_437_Speech
438,3,Sports,Product_438_State
439,1,Home,Product_439_See
440,4,Books,Product_440_Seven
441,6,Home,Product_441_War
442,4,Clothing,Product_442_Voice
443,5,Home,Product_443_Front
444,4,Clothing,Product_444_Guess
445,2,Sports,Product_445_Receive
446,1,Toys,Product_446_South
447,3,Home,Product_447_Still
448,2,Toys,Product_448_Those
449,2,Home,Product_449_Tend
450,4,Toys,Product_450_Price
451,1,Clothing,Product_451_Successful
452,5,Clothing,Product_452_Eight
453,4,Books,Product_453_Great
454,3,Clothing,Product_454_Several
455,4,Toys,Product_455_Condition
456,1,Home,Product_456_Democrat
457,3,Clothing,Product_457_Into
458,1,Electronics,Product_458_Born
459,3,Home,Product_459_Get
460,6,Home,Product_460_Police
461,1,Toys,Product_461_Stop
462,5,Electronics,Product_462_Break
463,3,Toys,Product_463_Professional
464,4,Books,Product_464_Game
465,2,Home,Product_465_Speech
466,4,Home,Product_466_Shoulder
467,2,Toys,Product_467_Own
468,2,Sports,Product_468_Any
469,1,Clothing,Product_469_Executive
470,6,Books,Product_470_Until
471,3,Home,Product_471_Old
472,3,Toys,Product_472_Perform
473,3,Electronics,Product_473_A
474,6,Clothing,Product_474_Dog
475,4,Home,Product_475_Blue
476,3,Toys,Product_476_Beautiful
477,6,Electronics,Product_477_Size
478,1,Clothing,Product_478_Race
479,3,Home,Product_479_Stop
480,1,Home,Product_480_Money
481,5,Toys,Product_481_Claim
482,5,Books,Product_482_Add
483,6,Electronics,Product_483_Common
484,2,Sports,Product_484_Point
485,3,Home,Product_485_Sea
486,1,Toys,Product_486_For
487,5,Books,Product_487_Policy
488,3,Books,Product_488_Help
489,6,Electronics,Product_489_Appear
490,2,Clothing,Product_490_Investment
491,3,Electronics,Product_491_Billion
492,6,Books,Product_492_Discussion
493,4,Books,Product_493_List
494,4,Home,Product_494_Hotel
495,1,Sports,Product_495_Maintain
496,2,Sports,Product_496_Prove
497,6,Clothing,Product_497_Whose
498,3,Books,Product_498_Article
499,1,Sports,Product_499_All
500,2,Toys,Product_500_Know
501,4,Books,Product_501_Word
502,5,Clothing,Product_502_Style
503,4,Electronics,Product_503_Money
504,5,Toys,Product_504_Nothing
505,1,Toys,Product_505_Exist
506,1,Books,Product_506_Around
507,1,Home,Product_507_Next
508,6,Books,Product_508_Personal
509,2,Books,Product_509_Partner
510,6,Sports,Product_510_Myself
511,3,Books,Product_511_Management
512,6,Home,Product_512_What
513,1,Electronics,Product_513_View
514,5,Sports,Product_514_Tough
515,2,Toys,Product_515_Senior
516,6,Electronics,Product_516_Any
517,5,Books,Product_517_Onto
518,5,Sports,Product_518_Suggest
519,4,Clothing,Product_519_Study
520,5,Home,Product_520_Bad
521,6,Toys,Product_521_Seven
522,5,Sports,Product_522_Safe
523,3,Books,Product_523_Page
524,4,Clothing,Product_524_Open
525,6,Clothing,Product_525_Beyond
526,3,Clothing,Product_526_Market
527,3,Clothing,Product_527_Our
528,1,Books,Product_528_Case
529,5,Home,Product_529_City
530,5,Clothing,Product_530_Democratic
531,4,Toys,Product_531_Attack
532,3,Electronics,Product_532_Defense
533,6,Clothing,Product_533_Rich
534,1,Toys,Product_534_Cultural
535,1,Books,Product_535_Read
536,1,Sports,Product_536_Mr
537,3,Toys,Product_537_Work
538,3,Books,Product_538_Beat
539,3,Books,Product_539_Blue
540,5,Clothing,Product_540_Center
541,5,Home,Product_541_Will
542,3,Toys,Product_542_Sport
543,2,Electronics,Product_543_Short
544,4,Books,Product_544_Read
545,6,Sports,Product_545_Here
546,2,Books,Product_546_Election
547,4,Books,Product_547_Morning
548,3,Books,Product_548_Have
549,4,Clothing,Product_549_Computer
550,3,Home,Product_550_Water
551,2,Electronics,Product_551_Bank
552,3,Home,Product_552_Contain
553,1,Toys,Product_553_Along
554,6,Clothing,Product_554_Fact
555,1,Sports,Product_555_Need
556,1,Electronics,Product_556_Mother
557,3,Toys,Product_557_Matter
558,6,Clothing,Product_558_Table
559,4,Toys,Product_559_Style
560,1,Books,Product_560_Far
561,5,Home,Product_561_Wife
562,4,Home,Product_562_Course
563,2,Clothing,Product_563_Ball
564,5,Toys,Product_564_Once
565,1,Toys,Product_565_Low
566,1,Electronics,Product_566_While
567,1,Home,Product_567_Person
568,5,Sports,Product_568_Community
569,2,Toys,Product_569_Letter
570,6,Clothing,Product_570_Certain
571,1,Books,Product_571_Room
572,3,Toys,Product_572_View
573,4,Electronics,Product_573_Budget
574,5,Books,Product_574_Ahead
575,2,Sports,Product_575_Relate
576,6,Books,Product_576_Student
577,3,Books,Product_577_Decade
578,1,Home,Product_578_Send
579,4,Sports,Product_579_Respond
580,6,Clothing,Product_580_Fill
581,2,Home,Product_581_Push
582,6,Electronics,Product_582_Store
583,6,Home,Product_583_Machine
584,6,Sports,Product_584_Kitchen
585,5,Books,Product_585_So
586,3,Clothing,Product_586_Magazine
587,4,Home,Product_587_Wait
588,1,Clothing,Product_588_Mean
589,3,Clothing,Product_589_Try
590,4,Clothing,Product_590_Set
591,5,Home,Product_591_Item
592,1,Clothing,Product_592_Truth
593,4,Home,Product_593_Enjoy
594,2,Clothing,Product_594_Light
595,1,Clothing,Product_595_Least
596,1,Home,Product_596_Happen
597,4,Toys,Product_597_Reason
598,5,Toys,Product_598_Face
599,5,Home,Product_599_Win
600,4,Toys,Product_600_People
601,3,Clothing,Product_601_Specific
602,1,Electronics,Product_602_Good
603,4,Books,Product_603_Body
604,1,Home,Product_604_Quickly
605,4,Home,Product_605_Whose
606,3,Books,Product_606_Ask
607,1,Clothing,Product_607_Available
608,6,Sports,Product_608_Wife
609,4,Toys,Product_609_Quality
610,1,Home,Product_610_Store
611,1,Electronics,Product_611_Least
612,6,Electronics,Product_612_Each
613,6,Books,Product_613_Different
614,5,Home,Product_614_Daughter
615,5,Clothing,Product_615_Wide
616,3,Clothing,Product_616_New
617,6,Electronics,Product_617_Final
618,4,Books,Product_618_Civil
619,3,Books,Product_619_Model
620,1,Home,Product_620_Rest
621,3,Clothing,Product_621_Rather
622,2,Books,Product_622_Develop
623,2,Home,Product_623_Simple
624,5,Home,Product_624_Bag
625,2,Home,Product_625_Everyone
626,6,Sports,Product_626_Team
627,5,Toys,Product_627_Home
628,5,Home,Product_628_Fear
629,3,Toys,Product_629_Several
630,3,Home,Product_630_Of
631,6,Clothing,Product_631_Together
632,3,Clothing,Product_632_Cup
633,2,Toys,Product_633_Agency
634,4,Electronics,Product_634_Surface
635,4,Clothing,Product_635_Be
636,6,Home,Product_636_Month
637,5,Books,Product_637_Voice
638,2,Home,Product_638_Wind
639,1,Home,Product_639_Treat
640,3,Sports,Product_640_Conference
641,5,Electronics,Product_641_Official
642,5,Home,Product_642_Strong
643,4,Sports,Product_643_Risk
644,5,Electronics,Product_644_Resource
645,1,Electronics,Product_645_Economy
646,4,Home,Product_646_Whether
647,5,Sports,Product_647_Author
648,3,Sports,Product_648_Wind
649,2,Toys,Product_649_Remain
650,1,Sports,Product_650_Meeting
651,2,Clothing,Product_651_New
652,6,Clothing,Product_652_Police
653,3,Books,Product_653_Total
654,3,Books,Product_654_Race
655,6,Home,Product_655_Part
656,4,Clothing,Product_656_Occur
657,4,Toys,Product_657_Take
658,6,Electronics,Product_658_Remember
659,2,Sports,Product_659_Hospital
660,1,Books,Product_660_Beautiful
661,6,Toys,Product_661_Law
662,1,Books,Product_662_Best
663,2,Electronics,Product_663_Drop
664,2,Toys,Product_664_Raise
665,3,Clothing,Product_665_Several
666,2,Electronics,Product_666_Base
667,1,Toys,Product_667_Pressure
668,1,Books,Product_668_Myself
669,1,Toys,Product_669_Tree
670,3,Home,Product_670_Big
671,4,Home,Product_671_East
672,2,Electronics,Product_672_As
673,5,Toys,Product_673_After
674,2,Electronics,Product_674_Itself
675,4,Toys,Product_675_Along
676,3,Electronics,Product_676_Decade
677,6,Books,Product_677_Treat
678,2,Home,Product_678_Their
679,4,Sports,Product_679_State
680,6,Sports,Product_680_Remain
681,1,Toys,Product_681_Edge
682,5,Books,Product_682_South
683,3,Books,Product_683_Simple
684,5,Toys,Product_684_Film
685,4,Clothing,Product_685_Have
686,2,Electronics,Product_686_Entire
687,3,Sports,Product_687_For
688,2,Sports,Product_688_Each
689,3,Electronics,Product_689_Road
690,1,Sports,Product_690_Kid
691,5,Toys,Product_691_Week
692,3,Electronics,Product_692_Develop
693,2,Toys,Product_693_Whose
694,6,Toys,Product_694_Spring
695,2,Home,Product_695_Newspaper
696,1,Home,Product_696_Southern
697,3,Toys,Product_697_Writer
698,2,Clothing,Product_698_Major
699,1,Clothing,Product_699_Station
700,5,Clothing,Product_700_Each
701,4,Sports,Product_701_Pick
702,4,Home,Product_702_Watch
703,1,Toys,Product_703_Focus
704,5,Clothing,Product_704_Defense
705,4,Home,Product_705_Song
706,1,Home,Product_706_Like
707,1,Home,Product_707_Case
708,4,Clothing,Product_708_Article
709,5,Clothing,Product_709_Pass
710,6,Home,Product_710_Social
711,3,Books,Product_711_Difference
712,2,Sports,Product_712_Successful
713,4,Sports,Product_713_Traditional
714,5,Home,Product_714_Impact
715,2,Toys,Product_715_Family
716,3,Electronics,Product_716_Place
717,5,Toys,Product_717_Why
718,3,Clothing,Product_718_Eight
719,5,Clothing,Product_719_Could
720,1,Books,Product_720_Manager
721,1,Toys,Product_721_Person
722,1,Sports,Product_722_Scene
723,2,Toys,Product_723_Central
724,1,Home,Product_724_Resource
725,4,Books,Product_725_Push
726,5,Electronics,Product_726_Yet
727,5,Electronics,Product_727_Beat
728,6,Home,Product_728_Onto
729,4,Home,Product_729_Other
730,6,Toys,Product_730_Life
731,6,Books,Product_731_Blood
732,5,Electronics,Product_732_Music
733,6,Sports,Product_733_Wall
734,2,Home,Product_734_Factor
735,4,Home,Product_735_Every
736,6,Clothing,Product_736_Really
737,2,Clothing,Product_737_Model
738,4,Books,Product_738_Great
739,6,Toys,Product_739_Within
740,1,Books,Product_740_Design
741,1,Home,Product_741_Brother
742,6,Books,Product_742_Require
743,5,Sports,Product_743_Friend
744,5,Clothing,Product_744_Should
745,3,Sports,Product_745_Amount
746,5,Sports,Product_746_Can
747,1,Books,Product_747_Trip
748,6,Home,Product_748_Husband
749,4,Toys,Product_749_Response
750,3,Books,Product_750_Me
751,6,Books,Product_751_Once
752,3,Home,Product_752_Church
753,4,Clothing,Product_753_Defense
754,3,Sports,Product_754_Result
755,5,Toys,Product_755_Truth
756,2,Sports,Product_756_Whose
757,5,Clothing,Product_757_Between
758,6,Home,Product_758_Challenge
759,3,Toys,Product_759_Great
760,2,Sports,Product_760_Deal
761,1,Electronics,Product_761_Mention
762,4,Toys,Product_762_Phone
763,5,Books,Product_763_None
764,1,Home,Product_764_Mind
765,2,Home,Product_765_Recognize
766,3,Home,Product_766_May
767,6,Clothing,Product_767_Believe
768,6,Clothing,Product_768_Cold
769,5,Electronics,Product_769_Travel
770,2,Home,Product_770_Close
771,5,Electronics,Product_771_Budget
772,6,Sports,Product_772_Nothing
773,5,Toys,Product_773_Action
774,3,Sports,Product_774_Why
775,2,Electronics,Product_775_Off
776,6,Home,Product_776_Much
777,1,Books,Product_777_Sort
778,6,Electronics,Product_778_But
779,5,Clothing,Product_779_Tough
780,3,Toys,Product_780_Whom
781,2,Home,Product_781_Inside
782,5,Toys,Product_782_Newspaper
783,1,Home,Product_783_Consider
784,5,Home,Product_784_Partner
785,1,Sports,Product_785_Him
786,3,Sports,Product_786_Record
787,3,Clothing,Product_787_Future
788,4,Toys,Product_788_Too
789,5,Clothing,Product_789_Feeling
790,1,Toys,Product_790_Piece
791,3,Home,Product_791_Interest
792,3,Clothing,Product_792_Size
793,5,Electronics,Product_793_Process
794,1,Toys,Product_794_Idea
795,3,Toys,Product_795_Sister
796,1,Clothing,Product_796_Fall
797,2,Sports,Product_797_Position
798,2,Clothing,Product_798_Sister
799,1,Electronics,Product_799_Mean
800,3,Electronics,Product_800_Body
801,1,Toys,Product_801_Customer
802,1,Electronics,Product_802_Concern
803,5,Electronics,Product_803_Nature
804,1,Home,Product_804_Office
805,5,Sports,Product_805_Like
806,4,Sports,Product_806_Dark
807,3,Toys,Product_807_Above
808,5,Sports,Product_808_Feel
809,1,Sports,Product_809_Appear
810,2,Electronics,Product_810_Morning
811,2,Books,Product_811_Let
812,1,Electronics,Product_812_Service
813,6,Clothing,Product_813_Agree
814,2,Toys,Product_814_Dream
815,2,Home,Product_815_Try
816,6,Clothing,Product_816_Upon
817,1,Home,Product_817_Agreement
818,6,Clothing,Product_818_Real
819,1,Books,Product_819_Back
820,6,Books,Product_820_Task
821,2,Sports,Product_821_Wonder
822,6,Home,Product_822_Soldier
823,6,Books,Product_823_Current
824,2,Toys,Product_824_This
825,3,Sports,Product_825_Law
826,1,Clothing,Product_826_Wide
827,4,Sports,Product_827_Area
828,1,Clothing,Product_828_Research
829,1,Clothing,Product_829_Likely
830,4,Toys,Product_830_Across
831,5,Electronics,Product_831_Wait
832,2,Sports,Product_832_Another
833,5,Home,Product_833_Successful
834,4,Electronics,Product_834_Fly
835,5,Clothing,Product_835_Central
836,4,Home,Product_836_Agree
837,3,Books,Product_837_Air
838,1,Home,Product_838_Assume
839,1,Sports,Product_839_Million
840,6,Toys,Product_840_Bag
841,2,Home,Product_841_Along
842,5,Sports,Product_842_History
843,1,Home,Product_843_Bag
844,3,Books,Product_844_Hear
845,2,Sports,Product_845_Clear
846,3,Electronics,Product_846_Run
847,4,Books,Product_847_Others
848,5,Clothing,Product_848_Argue
849,1,Home,Product_849_Score
