id,order_id,user_id,days_since_prior_order,product_id,add_to_cart_order,reordered,order_timestamp,date
214,10040,9117,6,357,2,0,2025-04-01T08:05:00,2025-04-01
215,10041,5083,4,612,1,0,2025-04-01T21:40:00,2025-04-01
216,10041,5083,11,718,2,1,2025-04-01T21:40:00,2025-04-01
217,10042,5465,8,952,1,0,2025-04-01T10:57:00,2025-04-01
218,10042,5465,9,833,2,0,2025-04-01T10:57:00,2025-04-01
219,10042,5465,11,981,3,0,2025-04-01T10:57:00,2025-04-01
220,10042,5465,4,175,4,1,2025-04-01T10:57:00,2025-04-01
221,10043,7180,12,527,1,1,2025-04-01T07:49:00,2025-04-01
222,10043,7180,9,366,2,0,2025-04-01T07:49:00,2025-04-01
223,10044,7886,21,118,1,0,2025-04-01T11:43:00,2025-04-01
224,10044,7886,30,835,2,0,2025-04-01T11:43:00,2025-04-01
225,10044,7886,5,992,3,0,2025-04-01T11:43:00,2025-04-01
226,10044,7886,5,458,4,0,2025-04-01T11:43:00,2025-04-01
227,10044,7886,14,119,5,1,2025-04-01T11:43:00,2025-04-01
228,10044,7886,17,710,6,1,2025-04-01T11:43:00,2025-04-01
229,10045,3007,4,276,1,0,2025-04-01T07:52:00,2025-04-01
230,10045,3007,15,96,2,0,2025-04-01T07:52:00,2025-04-01
231,10046,7108,6,751,1,0,2025-04-01T18:26:00,2025-04-01
232,10046,7108,2,937,2,0,2025-04-01T18:26:00,2025-04-01
233,10046,7108,10,60,3,0,2025-04-01T18:26:00,2025-04-01
234,10046,7108,26,460,4,0,2025-04-01T18:26:00,2025-04-01
235,10046,7108,11,208,5,1,2025-04-01T18:26:00,2025-04-01
236,10046,7108,30,573,6,0,2025-04-01T18:26:00,2025-04-01
237,10047,9418,30,894,1,1,2025-04-01T11:01:00,2025-04-01
238,10047,9418,22,580,2,1,2025-04-01T11:01:00,2025-04-01
239,10047,9418,10,403,3,0,2025-04-01T11:01:00,2025-04-01
240,10047,9418,16,398,4,1,2025-04-01T11:01:00,2025-04-01
241,10047,9418,27,729,5,1,2025-04-01T11:01:00,2025-04-01
242,10047,9418,13,168,6,0,2025-04-01T11:01:00,2025-04-01
243,10047,9418,12,638,7,1,2025-04-01T11:01:00,2025-04-01
244,10047,9418,23,844,8,0,2025-04-01T11:01:00,2025-04-01
245,10047,9418,10,565,9,1,2025-04-01T11:01:00,2025-04-01
246,10048,2908,17,555,1,0,2025-04-01T02:55:00,2025-04-01
247,10048,2908,4,207,2,1,2025-04-01T02:55:00,2025-04-01
248,10048,2908,28,316,3,1,2025-04-01T02:55:00,2025-04-01
249,10048,2908,6,220,4,0,2025-04-01T02:55:00,2025-04-01
250,10048,2908,24,33,5,0,2025-04-01T02:55:00,2025-04-01
251,10049,4569,22,658,1,1,2025-04-01T00:37:00,2025-04-01
252,10049,4569,18,44,2,1,2025-04-01T00:37:00,2025-04-01
253,10049,4569,18,479,3,1,2025-04-01T00:37:00,2025-04-01
254,10049,4569,25,493,4,1,2025-04-01T00:37:00,2025-04-01
255,10049,4569,14,718,5,0,2025-04-01T00:37:00,2025-04-01
256,10049,4569,16,853,6,0,2025-04-01T00:37:00,2025-04-01
257,10049,4569,13,652,7,1,2025-04-01T00:37:00,2025-04-01
258,10049,4569,14,759,8,1,2025-04-01T00:37:00,2025-04-01
259,10050,8223,25,890,1,1,2025-04-01T02:38:00,2025-04-01
260,10051,6198,12,590,1,0,2025-04-01T16:30:00,2025-04-01
261,10051,6198,13,300,2,1,2025-04-01T16:30:00,2025-04-01
262,10051,6198,25,446,3,0,2025-04-01T16:30:00,2025-04-01
263,10051,6198,15,803,4,0,2025-04-01T16:30:00,2025-04-01
264,10051,6198,4,866,5,1,2025-04-01T16:30:00,2025-04-01
265,10051,6198,3,106,6,0,2025-04-01T16:30:00,2025-04-01
266,10051,6198,9,681,7,0,2025-04-01T16:30:00,2025-04-01
267,10051,6198,4,432,8,0,2025-04-01T16:30:00,2025-04-01
268,10051,6198,7,507,9,0,2025-04-01T16:30:00,2025-04-01
269,10051,6198,25,724,10,1,2025-04-01T16:30:00,2025-04-01
270,10052,2020,10,701,1,1,2025-04-01T13:30:00,2025-04-01
271,10052,2020,11,874,2,1,2025-04-01T13:30:00,2025-04-01
272,10052,2020,12,278,3,0,2025-04-01T13:30:00,2025-04-01
273,10053,8312,24,677,1,0,2025-04-01T09:39:00,2025-04-01
274,10053,8312,0,229,2,0,2025-04-01T09:39:00,2025-04-01
275,10053,8312,3,863,3,0,2025-04-01T09:39:00,2025-04-01
276,10053,8312,20,800,4,1,2025-04-01T09:39:00,2025-04-01
277,10053,8312,20,56,5,1,2025-04-01T09:39:00,2025-04-01
278,10053,8312,14,992,6,1,2025-04-01T09:39:00,2025-04-01
279,10053,8312,29,986,7,1,2025-04-01T09:39:00,2025-04-01
280,10053,8312,20,69,8,0,2025-04-01T09:39:00,2025-04-01
281,10053,8312,13,460,9,0,2025-04-01T09:39:00,2025-04-01
282,10053,8312,12,656,10,0,2025-04-01T09:39:00,2025-04-01
283,10054,3764,14,977,1,1,2025-04-01T20:59:00,2025-04-01
284,10054,3764,28,684,2,0,2025-04-01T20:59:00,2025-04-01
285,10054,3764,25,399,3,0,2025-04-01T20:59:00,2025-04-01
286,10054,3764,22,824,4,1,2025-04-01T20:59:00,2025-04-01
287,10054,3764,25,231,5,0,2025-04-01T20:59:00,2025-04-01
288,10054,3764,14,465,6,1,2025-04-01T20:59:00,2025-04-01
289,10054,3764,28,925,7,0,2025-04-01T20:59:00,2025-04-01
290,10054,3764,21,444,8,0,2025-04-01T20:59:00,2025-04-01
291,10054,3764,14,384,9,1,2025-04-01T20:59:00,2025-04-01
292,10055,8831,16,120,1,1,2025-04-01T18:05:00,2025-04-01
293,10055,8831,0,696,2,1,2025-04-01T18:05:00,2025-04-01
294,10056,3252,14,621,1,1,2025-04-01T01:43:00,2025-04-01
295,10056,3252,13,861,2,1,2025-04-01T01:43:00,2025-04-01
296,10056,3252,11,811,3,0,2025-04-01T01:43:00,2025-04-01
297,10056,3252,12,5,4,0,2025-04-01T01:43:00,2025-04-01
298,10056,3252,25,437,5,0,2025-04-01T01:43:00,2025-04-01
299,10056,3252,5,743,6,0,2025-04-01T01:43:00,2025-04-01
300,10056,3252,18,373,7,0,2025-04-01T01:43:00,2025-04-01
301,10056,3252,11,62,8,1,2025-04-01T01:43:00,2025-04-01
302,10056,3252,8,430,9,0,2025-04-01T01:43:00,2025-04-01
303,10057,2486,17,796,1,1,2025-04-01T11:04:00,2025-04-01
304,10057,2486,28,689,2,0,2025-04-01T11:04:00,2025-04-01
305,10057,2486,27,180,3,0,2025-04-01T11:04:00,2025-04-01
306,10057,2486,28,402,4,0,2025-04-01T11:04:00,2025-04-01
307,10057,2486,19,562,5,1,2025-04-01T11:04:00,2025-04-01
308,10057,2486,26,738,6,0,2025-04-01T11:04:00,2025-04-01
309,10058,7616,7,897,1,0,2025-04-01T05:22:00,2025-04-01
310,10058,7616,27,163,2,0,2025-04-01T05:22:00,2025-04-01
311,10058,7616,5,904,3,0,2025-04-01T05:22:00,2025-04-01
312,10059,8886,30,813,1,0,2025-04-01T10:22:00,2025-04-01
313,10059,8886,25,392,2,0,2025-04-01T10:22:00,2025-04-01
314,10059,8886,22,605,3,1,2025-04-01T10:22:00,2025-04-01
315,10059,8886,5,411,4,0,2025-04-01T10:22:00,2025-04-01
316,10059,8886,1,645,5,0,2025-04-01T10:22:00,2025-04-01
317,10059,8886,27,595,6,1,2025-04-01T10:22:00,2025-04-01
318,10059,8886,10,821,7,1,2025-04-01T10:22:00,2025-04-01
319,10060,2716,6,8,1,0,2025-04-01T14:06:00,2025-04-01
320,10060,2716,13,121,2,0,2025-04-01T14:06:00,2025-04-01
321,10060,2716,14,631,3,1,2025-04-01T14:06:00,2025-04-01
322,10060,2716,18,986,4,1,2025-04-01T14:06:00,2025-04-01
323,10060,2716,0,630,5,1,2025-04-01T14:06:00,2025-04-01
324,10061,5808,12,805,1,1,2025-04-01T22:12:00,2025-04-01
325,10061,5808,18,900,2,1,2025-04-01T22:12:00,2025-04-01
326,10061,5808,13,9,3,0,2025-04-01T22:12:00,2025-04-01
327,10061,5808,22,511,4,0,2025-04-01T22:12:00,2025-04-01
328,10061,5808,5,378,5,1,2025-04-01T22:12:00,2025-04-01
329,10061,5808,24,740,6,1,2025-04-01T22:12:00,2025-04-01
330,10061,5808,24,157,7,1,2025-04-01T22:12:00,2025-04-01
331,10061,5808,20,628,8,0,2025-04-01T22:12:00,2025-04-01
332,10061,5808,30,461,9,1,2025-04-01T22:12:00,2025-04-01
333,10062,8748,4,938,1,1,2025-04-01T07:21:00,2025-04-01
334,10062,8748,13,875,2,0,2025-04-01T07:21:00,2025-04-01
335,10062,8748,24,786,3,0,2025-04-01T07:21:00,2025-04-01
336,10062,8748,30,755,4,0,2025-04-01T07:21:00,2025-04-01
337,10062,8748,16,782,5,1,2025-04-01T07:21:00,2025-04-01
338,10062,8748,20,463,6,1,2025-04-01T07:21:00,2025-04-01
339,10063,4749,2,11,1,0,2025-04-01T00:06:00,2025-04-01
340,10063,4749,25,903,2,0,2025-04-01T00:06:00,2025-04-01
341,10063,4749,16,392,3,0,2025-04-01T00:06:00,2025-04-01
342,10063,4749,29,937,4,1,2025-04-01T00:06:00,2025-04-01
343,10063,4749,22,512,5,1,2025-04-01T00:06:00,2025-04-01
344,10064,8864,4,224,1,1,2025-04-01T16:24:00,2025-04-01
345,10064,8864,18,75,2,0,2025-04-01T16:24:00,2025-04-01
346,10064,8864,20,479,3,1,2025-04-01T16:24:00,2025-04-01
347,10064,8864,21,348,4,1,2025-04-01T16:24:00,2025-04-01
348,10064,8864,22,253,5,0,2025-04-01T16:24:00,2025-04-01
349,10064,8864,12,881,6,1,2025-04-01T16:24:00,2025-04-01
350,10064,8864,14,525,7,1,2025-04-01T16:24:00,2025-04-01
351,10065,7271,12,994,1,0,2025-04-01T04:22:00,2025-04-01
352,10066,5270,5,411,1,1,2025-04-01T18:27:00,2025-04-01
353,10066,5270,3,312,2,0,2025-04-01T18:27:00,2025-04-01
354,10066,5270,9,969,3,1,2025-04-01T18:27:00,2025-04-01
355,10066,5270,28,333,4,1,2025-04-01T18:27:00,2025-04-01
356,10066,5270,9,244,5,1,2025-04-01T18:27:00,2025-04-01
357,10066,5270,8,226,6,0,2025-04-01T18:27:00,2025-04-01
358,10067,5481,17,558,1,0,2025-04-01T03:05:00,2025-04-01
359,10067,5481,29,133,2,0,2025-04-01T03:05:00,2025-04-01
360,10067,5481,17,165,3,1,2025-04-01T03:05:00,2025-04-01
361,10067,5481,1,760,4,0,2025-04-01T03:05:00,2025-04-01
362,10067,5481,2,954,5,1,2025-04-01T03:05:00,2025-04-01
363,10067,5481,5,555,6,1,2025-04-01T03:05:00,2025-04-01
364,10067,5481,23,808,7,1,2025-04-01T03:05:00,2025-04-01
365,10067,5481,22,585,8,0,2025-04-01T03:05:00,2025-04-01
366,10067,5481,28,955,9,0,2025-04-01T03:05:00,2025-04-01
367,10068,9748,8,839,1,0,2025-04-01T14:49:00,2025-04-01
368,10068,9748,10,375,2,0,2025-04-01T14:49:00,2025-04-01
369,10068,9748,7,873,3,1,2025-04-01T14:49:00,2025-04-01
370,10068,9748,19,453,4,1,2025-04-01T14:49:00,2025-04-01
371,10068,9748,14,3,5,0,2025-04-01T14:49:00,2025-04-01
372,10068,9748,28,875,6,1,2025-04-01T14:49:00,2025-04-01
373,10068,9748,0,159,7,0,2025-04-01T14:49:00,2025-04-01
374,10068,9748,21,38,8,0,2025-04-01T14:49:00,2025-04-01
375,10068,9748,8,47,9,0,2025-04-01T14:49:00,2025-04-01
376,10068,9748,16,262,10,0,2025-04-01T14:49:00,2025-04-01
377,10069,6951,8,11,1,1,2025-04-01T05:44:00,2025-04-01
378,10069,6951,29,294,2,0,2025-04-01T05:44:00,2025-04-01
379,10069,6951,8,223,3,1,2025-04-01T05:44:00,2025-04-01
380,10069,6951,8,407,4,0,2025-04-01T05:44:00,2025-04-01
381,10070,6311,9,730,1,0,2025-04-01T00:10:00,2025-04-01
382,10071,7085,19,18,1,0,2025-04-01T15:43:00,2025-04-01
383,10071,7085,6,193,2,1,2025-04-01T15:43:00,2025-04-01
384,10071,7085,7,94,3,1,2025-04-01T15:43:00,2025-04-01
385,10071,7085,19,651,4,1,2025-04-01T15:43:00,2025-04-01
386,10071,7085,22,191,5,0,2025-04-01T15:43:00,2025-04-01
